steps,episodes,total reward
10000,135,8.0
20000,415,195.0
30000,777,285.0
40000,1153,288.0
50000,1550,316.0
60000,1879,254.0
70000,2276,307.0
80000,2657,294.0
90000,3021,290.0
100000,3373,293.0
