total reward,steps,episodes
41.0,10000,161
55.0,20000,342
79.0,30000,586
44.0,40000,758
68.0,50000,986
58.0,60000,1217
66.0,70000,1432
75.0,80000,1672
65.0,90000,1896
85.0,100000,2154
