total reward,steps,episodes
19.0,10000,209
28.0,20000,460
23.0,30000,727
35.0,40000,1100
45.0,50000,1469
47.0,60000,1850
40.0,70000,2201
84.0,80000,2721
66.0,90000,3232
51.0,100000,3726
