episodes,steps,total reward
132,10000,6.0
323,20000,77.0
613,30000,222.0
1024,40000,335.0
1446,50000,342.0
1847,60000,318.0
2257,70000,336.0
2664,80000,329.0
3077,90000,345.0
3496,100000,348.0
