episodes,steps,total reward
158,10000,37.0
329,20000,57.0
525,30000,64.0
729,40000,61.0
950,50000,75.0
1213,60000,85.0
1454,70000,77.0
1674,80000,81.0
1904,90000,76.0
2062,100000,40.0
