steps,total reward,episodes
10000,0.0,231
20000,3.0,395
30000,5.0,561
40000,6.0,735
50000,2.0,920
60000,5.0,1118
70000,5.0,1254
80000,7.0,1427
90000,9.0,1560
100000,13.0,1725
