episodes,steps,total reward
123,10000,-1.2300000000000009
211,20000,-0.8800000000000006
276,30000,-0.6500000000000004
361,40000,-0.8500000000000005
431,50000,-0.7000000000000004
493,60000,-0.6200000000000003
555,70000,-0.6200000000000003
613,80000,-0.5800000000000003
666,90000,-0.5300000000000002
743,100000,-0.7700000000000005
