episodes,total reward,steps
142,1.0,10000
303,85.0,20000
505,127.0,30000
740,143.0,40000
994,165.0,50000
1244,159.0,60000
1461,140.0,70000
1678,151.0,80000
1946,176.0,90000
2159,140.0,100000
