total reward,steps,episodes
0.0,10000,234
4.0,20000,361
12.0,30000,487
17.0,40000,613
42.0,50000,789
77.0,60000,975
91.0,70000,1164
101.0,80000,1363
139.0,90000,1609
127.0,100000,1847
