episodes,steps,total reward
89,10000,-0.8900000000000006
317,20000,-2.2799999999999954
694,30000,-3.7799999999999634
1054,40000,-3.5999999999999672
1423,50000,-3.6799999999999655
1792,60000,-3.6899999999999653
2142,70000,-3.4999999999999694
2511,80000,-3.6899999999999653
2871,90000,-3.5999999999999672
3233,100000,-3.619999999999967
