total reward,steps,episodes
49.0,10000,194
58.0,20000,396
124.0,30000,711
120.0,40000,1036
116.0,50000,1388
111.0,60000,1702
103.0,70000,1979
132.0,80000,2363
138.0,90000,2741
121.0,100000,3099
