steps,total reward,episodes
10000,28.0,187
20000,29.0,313
30000,33.0,412
40000,29.0,510
50000,38.0,622
60000,44.0,738
70000,51.0,870
80000,63.0,997
90000,66.0,1134
100000,66.0,1262
