total reward,steps,episodes
2.0,10000,2
3.0,20000,5
0.0,30000,5
2.0,40000,7
1.0,50000,8
0.0,60000,8
0.0,70000,8
3.0,80000,11
2.0,90000,13
1.0,100000,14
1.0,110000,15
2.0,120000,17
0.0,130000,17
1.0,140000,18
5.0,150000,23
1.0,160000,24
1.0,170000,25
2.0,180000,27
1.0,190000,28
0.0,200000,28
5.0,210000,33
2.0,220000,35
3.0,230000,38
1.0,240000,39
5.0,250000,44
1.0,260000,45
0.0,270000,45
2.0,280000,47
2.0,290000,49
5.0,300000,54
3.0,310000,57
1.0,320000,58
5.0,330000,63
4.0,340000,67
1.0,350000,68
0.0,360000,68
7.0,370000,75
10.0,380000,85
3.0,390000,88
10.0,400000,98
0.0,410000,98
10.0,420000,108
9.0,430000,117
8.0,440000,125
9.0,450000,134
3.0,460000,137
7.0,470000,144
14.0,480000,158
9.0,490000,167
10.0,500000,177
7.0,510000,184
13.0,520000,197
11.0,530000,208
20.0,540000,228
19.0,550000,247
10.0,560000,257
17.0,570000,274
14.0,580000,288
19.0,590000,307
21.0,600000,328
49.0,610000,377
50.0,620000,427
20.0,630000,447
40.0,640000,487
70.0,650000,557
41.0,660000,598
49.0,670000,647
82.0,680000,729
115.0,690000,844
111.0,700000,955
140.0,710000,1095
152.0,720000,1247
126.0,730000,1373
173.0,740000,1546
198.0,750000,1744
191.0,760000,1935
232.0,770000,2167
236.0,780000,2403
235.0,790000,2638
238.0,800000,2876
228.0,810000,3104
233.0,820000,3337
229.0,830000,3566
231.0,840000,3797
228.0,850000,4025
235.0,860000,4260
236.0,870000,4496
231.0,880000,4727
237.0,890000,4964
209.0,900000,5173
225.0,910000,5398
237.0,920000,5635
234.0,930000,5869
235.0,940000,6104
235.0,950000,6339
233.0,960000,6572
236.0,970000,6808
236.0,980000,7044
233.0,990000,7277
233.0,1000000,7510
237.0,1010000,7747
222.0,1020000,7969
237.0,1030000,8206
235.0,1040000,8441
235.0,1050000,8676
237.0,1060000,8913
235.0,1070000,9148
237.0,1080000,9385
233.0,1090000,9618
236.0,1100000,9854
233.0,1110000,10087
236.0,1120000,10323
235.0,1130000,10558
237.0,1140000,10795
234.0,1150000,11029
237.0,1160000,11266
238.0,1170000,11504
238.0,1180000,11742
235.0,1190000,11977
237.0,1200000,12214
238.0,1210000,12452
234.0,1220000,12686
238.0,1230000,12924
220.0,1240000,13144
224.0,1250000,13368
237.0,1260000,13605
235.0,1270000,13840
238.0,1280000,14078
236.0,1290000,14314
233.0,1300000,14547
236.0,1310000,14783
236.0,1320000,15019
236.0,1330000,15255
237.0,1340000,15492
235.0,1350000,15727
236.0,1360000,15963
234.0,1370000,16197
237.0,1380000,16434
237.0,1390000,16671
235.0,1400000,16906
239.0,1410000,17145
237.0,1420000,17382
235.0,1430000,17617
237.0,1440000,17854
234.0,1450000,18088
235.0,1460000,18323
236.0,1470000,18559
238.0,1480000,18797
237.0,1490000,19034
234.0,1500000,19268
237.0,1510000,19505
234.0,1520000,19739
238.0,1530000,19977
235.0,1540000,20212
235.0,1550000,20447
237.0,1560000,20684
234.0,1570000,20918
238.0,1580000,21156
235.0,1590000,21391
236.0,1600000,21627
237.0,1610000,21864
233.0,1620000,22097
236.0,1630000,22333
236.0,1640000,22569
236.0,1650000,22805
234.0,1660000,23039
239.0,1670000,23278
235.0,1680000,23513
235.0,1690000,23748
238.0,1700000,23986
238.0,1710000,24224
235.0,1720000,24459
239.0,1730000,24697
237.0,1740000,24935
236.0,1750000,25171
235.0,1760000,25406
233.0,1770000,25639
239.0,1780000,25878
235.0,1790000,26113
235.0,1800000,26348
238.0,1810000,26586
232.0,1820000,26818
236.0,1830000,27054
234.0,1840000,27288
237.0,1850000,27525
237.0,1860000,27762
236.0,1870000,27998
237.0,1880000,28235
237.0,1890000,28472
235.0,1900000,28707
237.0,1910000,28944
234.0,1920000,29178
236.0,1930000,29414
235.0,1940000,29649
238.0,1950000,29887
234.0,1960000,30121
228.0,1970000,30349
235.0,1980000,30584
239.0,1990000,30823
236.0,2000000,31059
