total reward,steps,episodes
41.0,10000,226
51.0,20000,398
42.0,30000,555
53.0,40000,705
55.0,50000,853
58.0,60000,1021
69.0,70000,1209
76.0,80000,1401
116.0,90000,1658
126.0,100000,1905
