steps,episodes,total reward
10000,138,0.0
20000,216,0.0
30000,317,5.0
40000,508,103.0
50000,743,153.0
60000,1022,177.0
70000,1240,147.0
80000,1444,123.0
90000,1714,183.0
100000,1951,152.0
