steps,episodes,total reward
10000,86,14.290000000000008
20000,169,31.48999999999997
30000,272,40.37999999999998
40000,378,45.4
50000,477,39.40999999999998
60000,530,25.72999999999999
70000,613,38.55999999999999
80000,710,40.44
90000,804,37.439999999999976
100000,901,41.45
