episodes,steps,total reward
98,10000,22.0
218,20000,64.0
483,30000,199.0
968,40000,395.0
1454,50000,395.0
1937,60000,394.0
2413,70000,393.0
2892,80000,390.0
3373,90000,400.0
3848,100000,394.0
