episodes,total reward,steps
96,18.0,10000
251,101.0,20000
661,324.0,30000
1075,341.0,40000
1506,349.0,50000
1940,336.0,60000
2373,340.0,70000
2797,355.0,80000
3230,348.0,90000
3650,342.0,100000
