episodes,steps,total reward
1,10000,1.0
3,20000,2.0
3,30000,0.0
4,40000,1.0
4,50000,0.0
4,60000,0.0
5,70000,1.0
6,80000,1.0
7,90000,1.0
8,100000,1.0
8,110000,0.0
9,120000,1.0
10,130000,1.0
10,140000,0.0
11,150000,1.0
12,160000,1.0
12,170000,0.0
14,180000,2.0
14,190000,0.0
16,200000,2.0
17,210000,1.0
18,220000,1.0
19,230000,1.0
20,240000,1.0
22,250000,2.0
23,260000,1.0
24,270000,1.0
26,280000,2.0
27,290000,1.0
28,300000,1.0
28,310000,0.0
29,320000,1.0
30,330000,1.0
32,340000,2.0
32,350000,0.0
33,360000,1.0
34,370000,1.0
35,380000,1.0
36,390000,1.0
38,400000,2.0
40,410000,2.0
43,420000,3.0
44,430000,1.0
46,440000,2.0
49,450000,3.0
53,460000,4.0
54,470000,1.0
56,480000,2.0
59,490000,3.0
63,500000,4.0
65,510000,2.0
73,520000,8.0
77,530000,4.0
80,540000,3.0
87,550000,7.0
93,560000,6.0
102,570000,9.0
106,580000,4.0
118,590000,12.0
132,600000,14.0
149,610000,17.0
167,620000,18.0
197,630000,30.0
221,640000,24.0
257,650000,36.0
307,660000,50.0
362,670000,55.0
450,680000,88.0
596,690000,146.0
741,700000,145.0
860,710000,119.0
998,720000,138.0
1140,730000,142.0
1249,740000,109.0
1400,750000,151.0
1552,760000,152.0
1705,770000,153.0
1862,780000,157.0
2020,790000,158.0
2178,800000,158.0
2334,810000,156.0
2493,820000,159.0
2652,830000,159.0
2812,840000,160.0
2971,850000,159.0
3122,860000,151.0
3277,870000,155.0
3436,880000,159.0
3595,890000,159.0
3748,900000,153.0
3908,910000,160.0
4062,920000,154.0
4219,930000,157.0
4374,940000,155.0
4533,950000,159.0
4693,960000,160.0
4853,970000,160.0
5003,980000,150.0
5157,990000,154.0
5314,1000000,157.0
5472,1010000,158.0
5630,1020000,159.0
5789,1030000,158.0
5948,1040000,159.0
6108,1050000,160.0
6268,1060000,160.0
6428,1070000,160.0
6587,1080000,159.0
6747,1090000,160.0
6906,1100000,159.0
7066,1110000,160.0
7224,1120000,158.0
7385,1130000,161.0
7537,1140000,152.0
7696,1150000,159.0
7857,1160000,161.0
8007,1170000,150.0
8166,1180000,159.0
8325,1190000,159.0
8482,1200000,157.0
8642,1210000,160.0
8803,1220000,161.0
8951,1230000,148.0
9111,1240000,160.0
9270,1250000,159.0
9416,1260000,146.0
9574,1270000,158.0
9730,1280000,156.0
9882,1290000,152.0
10042,1300000,160.0
10201,1310000,159.0
10361,1320000,160.0
10521,1330000,160.0
10680,1340000,159.0
10838,1350000,158.0
10998,1360000,160.0
11157,1370000,159.0
11317,1380000,160.0
11476,1390000,159.0
11636,1400000,160.0
11796,1410000,160.0
11954,1420000,158.0
12114,1430000,160.0
12272,1440000,158.0
12431,1450000,159.0
12589,1460000,158.0
12749,1470000,160.0
12908,1480000,159.0
13063,1490000,155.0
13221,1500000,158.0
13380,1510000,159.0
13540,1520000,160.0
13699,1530000,159.0
13858,1540000,159.0
14017,1550000,159.0
14176,1560000,159.0
14335,1570000,159.0
14493,1580000,158.0
14646,1590000,153.0
14804,1600000,158.0
14964,1610000,160.0
15124,1620000,160.0
15282,1630000,158.0
15441,1640000,159.0
15599,1650000,158.0
15759,1660000,160.0
15920,1670000,161.0
16081,1680000,161.0
16241,1690000,160.0
16400,1700000,159.0
16559,1710000,159.0
16716,1720000,157.0
16875,1730000,159.0
17034,1740000,159.0
17191,1750000,157.0
17350,1760000,159.0
17510,1770000,160.0
17670,1780000,160.0
17827,1790000,157.0
17987,1800000,160.0
18146,1810000,159.0
18304,1820000,158.0
18465,1830000,161.0
18624,1840000,159.0
18783,1850000,159.0
18941,1860000,158.0
19100,1870000,159.0
19259,1880000,159.0
19417,1890000,158.0
19573,1900000,156.0
19733,1910000,160.0
19892,1920000,159.0
20052,1930000,160.0
20211,1940000,159.0
20369,1950000,158.0
20527,1960000,158.0
20688,1970000,161.0
20848,1980000,160.0
21007,1990000,159.0
21167,2000000,160.0
