episodes,total reward,steps
1,1.0,10000
3,2.0,20000
4,1.0,30000
6,2.0,40000
8,2.0,50000
10,2.0,60000
12,2.0,70000
12,0.0,80000
15,3.0,90000
17,2.0,100000
18,1.0,110000
19,1.0,120000
23,4.0,130000
25,2.0,140000
27,2.0,150000
28,1.0,160000
29,1.0,170000
31,2.0,180000
33,2.0,190000
35,2.0,200000
37,2.0,210000
39,2.0,220000
41,2.0,230000
45,4.0,240000
47,2.0,250000
49,2.0,260000
51,2.0,270000
55,4.0,280000
57,2.0,290000
59,2.0,300000
61,2.0,310000
65,4.0,320000
68,3.0,330000
70,2.0,340000
74,4.0,350000
75,1.0,360000
79,4.0,370000
81,2.0,380000
82,1.0,390000
86,4.0,400000
88,2.0,410000
89,1.0,420000
91,2.0,430000
94,3.0,440000
96,2.0,450000
99,3.0,460000
104,5.0,470000
106,2.0,480000
110,4.0,490000
112,2.0,500000
115,3.0,510000
117,2.0,520000
120,3.0,530000
124,4.0,540000
126,2.0,550000
130,4.0,560000
134,4.0,570000
136,2.0,580000
140,4.0,590000
142,2.0,600000
148,6.0,610000
151,3.0,620000
153,2.0,630000
157,4.0,640000
160,3.0,650000
162,2.0,660000
163,1.0,670000
166,3.0,680000
170,4.0,690000
174,4.0,700000
177,3.0,710000
179,2.0,720000
182,3.0,730000
185,3.0,740000
189,4.0,750000
193,4.0,760000
195,2.0,770000
198,3.0,780000
200,2.0,790000
203,3.0,800000
206,3.0,810000
208,2.0,820000
209,1.0,830000
212,3.0,840000
214,2.0,850000
217,3.0,860000
219,2.0,870000
222,3.0,880000
229,7.0,890000
231,2.0,900000
232,1.0,910000
235,3.0,920000
236,1.0,930000
239,3.0,940000
243,4.0,950000
246,3.0,960000
250,4.0,970000
255,5.0,980000
259,4.0,990000
262,3.0,1000000
267,5.0,1010000
270,3.0,1020000
273,3.0,1030000
277,4.0,1040000
280,3.0,1050000
283,3.0,1060000
286,3.0,1070000
294,8.0,1080000
295,1.0,1090000
299,4.0,1100000
303,4.0,1110000
304,1.0,1120000
308,4.0,1130000
313,5.0,1140000
316,3.0,1150000
320,4.0,1160000
323,3.0,1170000
328,5.0,1180000
331,3.0,1190000
334,3.0,1200000
336,2.0,1210000
340,4.0,1220000
344,4.0,1230000
349,5.0,1240000
352,3.0,1250000
356,4.0,1260000
359,3.0,1270000
363,4.0,1280000
367,4.0,1290000
372,5.0,1300000
375,3.0,1310000
380,5.0,1320000
383,3.0,1330000
385,2.0,1340000
391,6.0,1350000
393,2.0,1360000
398,5.0,1370000
403,5.0,1380000
407,4.0,1390000
412,5.0,1400000
415,3.0,1410000
419,4.0,1420000
424,5.0,1430000
429,5.0,1440000
432,3.0,1450000
437,5.0,1460000
441,4.0,1470000
446,5.0,1480000
451,5.0,1490000
456,5.0,1500000
461,5.0,1510000
467,6.0,1520000
470,3.0,1530000
476,6.0,1540000
483,7.0,1550000
487,4.0,1560000
493,6.0,1570000
498,5.0,1580000
507,9.0,1590000
512,5.0,1600000
518,6.0,1610000
522,4.0,1620000
529,7.0,1630000
535,6.0,1640000
543,8.0,1650000
548,5.0,1660000
554,6.0,1670000
558,4.0,1680000
566,8.0,1690000
570,4.0,1700000
576,6.0,1710000
584,8.0,1720000
591,7.0,1730000
599,8.0,1740000
607,8.0,1750000
616,9.0,1760000
624,8.0,1770000
637,13.0,1780000
645,8.0,1790000
650,5.0,1800000
657,7.0,1810000
669,12.0,1820000
678,9.0,1830000
685,7.0,1840000
691,6.0,1850000
702,11.0,1860000
712,10.0,1870000
723,11.0,1880000
734,11.0,1890000
742,8.0,1900000
750,8.0,1910000
760,10.0,1920000
772,13.0,1930000
784,11.0,1940000
796,12.0,1950000
805,9.0,1960000
821,16.0,1970000
832,11.0,1980000
846,14.0,1990000
859,13.0,2000000
