total reward,steps,episodes
14.0,10000,281
16.0,20000,509
11.0,30000,703
19.0,40000,959
12.0,50000,1181
16.0,60000,1405
7.0,70000,1630
12.0,80000,1814
15.0,90000,2062
23.0,100000,2354
