steps,total reward,episodes
10000,59.0,185
20000,116.0,411
30000,109.0,638
40000,162.0,957
50000,115.0,1182
60000,149.0,1458
70000,130.0,1744
80000,138.0,2021
90000,121.0,2272
100000,130.0,2540
