steps,episodes,total reward
10000,73,-0.7300000000000004
20000,136,-0.6300000000000003
30000,193,-0.5700000000000003
40000,249,-0.5600000000000003
50000,312,-0.6300000000000003
60000,367,-0.5500000000000003
70000,413,-0.46000000000000024
80000,463,-0.5000000000000002
90000,509,-0.46000000000000024
100000,560,-0.5100000000000002
