total reward,steps,episodes
24.0,10000,174
32.0,20000,291
22.0,30000,373
25.0,40000,452
36.0,50000,542
42.0,60000,642
52.0,70000,753
54.0,80000,873
68.0,90000,992
69.0,100000,1110
