total reward,steps,episodes
9.0,10000,153
81.0,20000,325
196.0,30000,608
336.0,40000,1023
345.0,50000,1445
352.0,60000,1874
352.0,70000,2305
337.0,80000,2723
340.0,90000,3145
335.0,100000,3572
