episodes,total reward,steps
167,2.0,10000
351,25.0,20000
525,23.0,30000
751,53.0,40000
992,36.0,50000
1247,104.0,60000
1476,82.0,70000
1683,69.0,80000
1908,47.0,90000
2092,21.0,100000
