episodes,steps,total reward
110,10000,-1.1000000000000008
347,20000,-2.3699999999999934
719,30000,-3.7199999999999647
1084,40000,-3.649999999999966
1464,50000,-3.799999999999963
1830,60000,-3.659999999999966
2204,70000,-3.7399999999999642
2572,80000,-3.6799999999999655
2942,90000,-3.699999999999965
3304,100000,-3.619999999999967
