total reward,steps,episodes
2.0,10000,2
1.0,20000,3
1.0,30000,4
1.0,40000,5
0.0,50000,5
0.0,60000,5
1.0,70000,6
1.0,80000,7
0.0,90000,7
1.0,100000,8
0.0,110000,8
0.0,120000,8
0.0,130000,8
1.0,140000,9
1.0,150000,10
1.0,160000,11
2.0,170000,13
1.0,180000,14
0.0,190000,14
1.0,200000,15
1.0,210000,16
1.0,220000,17
1.0,230000,18
1.0,240000,19
1.0,250000,20
2.0,260000,22
2.0,270000,24
3.0,280000,27
1.0,290000,28
7.0,300000,35
10.0,310000,45
11.0,320000,56
12.0,330000,68
20.0,340000,88
21.0,350000,109
28.0,360000,137
30.0,370000,167
36.0,380000,203
34.0,390000,237
50.0,400000,287
48.0,410000,335
63.0,420000,398
76.0,430000,474
74.0,440000,548
77.0,450000,625
90.0,460000,715
86.0,470000,801
87.0,480000,888
105.0,490000,993
95.0,500000,1088
128.0,510000,1216
119.0,520000,1335
129.0,530000,1464
138.0,540000,1602
153.0,550000,1755
149.0,560000,1904
163.0,570000,2067
158.0,580000,2225
145.0,590000,2370
164.0,600000,2534
159.0,610000,2693
160.0,620000,2853
163.0,630000,3016
167.0,640000,3182
169.0,650000,3352
171.0,660000,3523
165.0,670000,3688
140.0,680000,3828
161.0,690000,3989
176.0,700000,4165
174.0,710000,4339
158.0,720000,4497
161.0,730000,4658
169.0,740000,4827
167.0,750000,4994
165.0,760000,5159
176.0,770000,5335
163.0,780000,5498
156.0,790000,5654
174.0,800000,5828
168.0,810000,5996
163.0,820000,6159
176.0,830000,6335
164.0,840000,6499
167.0,850000,6666
171.0,860000,6837
171.0,870000,7008
168.0,880000,7176
172.0,890000,7348
171.0,900000,7519
149.0,910000,7668
170.0,920000,7838
169.0,930000,8007
178.0,940000,8185
174.0,950000,8359
178.0,960000,8537
170.0,970000,8707
171.0,980000,8878
160.0,990000,9038
178.0,1000000,9216
169.0,1010000,9385
172.0,1020000,9557
177.0,1030000,9734
174.0,1040000,9908
167.0,1050000,10075
175.0,1060000,10250
169.0,1070000,10419
168.0,1080000,10587
170.0,1090000,10757
178.0,1100000,10935
175.0,1110000,11110
165.0,1120000,11275
161.0,1130000,11436
171.0,1140000,11607
167.0,1150000,11774
171.0,1160000,11945
169.0,1170000,12114
175.0,1180000,12289
164.0,1190000,12453
172.0,1200000,12625
172.0,1210000,12797
175.0,1220000,12972
167.0,1230000,13139
169.0,1240000,13308
176.0,1250000,13484
177.0,1260000,13661
174.0,1270000,13835
173.0,1280000,14008
170.0,1290000,14178
179.0,1300000,14357
160.0,1310000,14517
170.0,1320000,14687
170.0,1330000,14857
175.0,1340000,15032
173.0,1350000,15205
178.0,1360000,15383
174.0,1370000,15557
167.0,1380000,15724
171.0,1390000,15895
175.0,1400000,16070
168.0,1410000,16238
177.0,1420000,16415
173.0,1430000,16588
169.0,1440000,16757
170.0,1450000,16927
177.0,1460000,17104
174.0,1470000,17278
176.0,1480000,17454
171.0,1490000,17625
173.0,1500000,17798
170.0,1510000,17968
173.0,1520000,18141
167.0,1530000,18308
174.0,1540000,18482
173.0,1550000,18655
171.0,1560000,18826
169.0,1570000,18995
175.0,1580000,19170
175.0,1590000,19345
173.0,1600000,19518
175.0,1610000,19693
174.0,1620000,19867
176.0,1630000,20043
169.0,1640000,20212
173.0,1650000,20385
173.0,1660000,20558
177.0,1670000,20735
170.0,1680000,20905
170.0,1690000,21075
173.0,1700000,21248
179.0,1710000,21427
170.0,1720000,21597
176.0,1730000,21773
173.0,1740000,21946
178.0,1750000,22124
173.0,1760000,22297
170.0,1770000,22467
176.0,1780000,22643
174.0,1790000,22817
171.0,1800000,22988
171.0,1810000,23159
169.0,1820000,23328
174.0,1830000,23502
177.0,1840000,23679
171.0,1850000,23850
176.0,1860000,24026
175.0,1870000,24201
173.0,1880000,24374
171.0,1890000,24545
173.0,1900000,24718
176.0,1910000,24894
174.0,1920000,25068
169.0,1930000,25237
171.0,1940000,25408
177.0,1950000,25585
177.0,1960000,25762
174.0,1970000,25936
176.0,1980000,26112
173.0,1990000,26285
173.0,2000000,26458
