steps,total reward,episodes
10000,41.0,217
20000,34.0,373
30000,34.0,510
40000,42.0,631
50000,31.0,740
60000,51.0,881
70000,50.0,1036
80000,69.0,1209
90000,55.0,1357
100000,60.0,1510
