total reward,steps,episodes
19.0,10000,85
204.0,20000,361
360.0,30000,820
356.0,40000,1281
358.0,50000,1741
371.0,60000,2200
346.0,70000,2656
364.0,80000,3118
366.0,90000,3565
368.0,100000,4018
