total reward,episodes,steps
1.0,1,10000
2.0,3,20000
1.0,4,30000
1.0,5,40000
2.0,7,50000
1.0,8,60000
3.0,11,70000
1.0,12,80000
2.0,14,90000
3.0,17,100000
3.0,20,110000
2.0,22,120000
1.0,23,130000
3.0,26,140000
2.0,28,150000
1.0,29,160000
2.0,31,170000
2.0,33,180000
1.0,34,190000
1.0,35,200000
4.0,39,210000
2.0,41,220000
2.0,43,230000
2.0,45,240000
2.0,47,250000
3.0,50,260000
3.0,53,270000
2.0,55,280000
5.0,60,290000
1.0,61,300000
3.0,64,310000
2.0,66,320000
2.0,68,330000
1.0,69,340000
5.0,74,350000
3.0,77,360000
3.0,80,370000
2.0,82,380000
3.0,85,390000
4.0,89,400000
2.0,91,410000
3.0,94,420000
1.0,95,430000
3.0,98,440000
2.0,100,450000
3.0,103,460000
5.0,108,470000
2.0,110,480000
4.0,114,490000
2.0,116,500000
2.0,118,510000
1.0,119,520000
2.0,121,530000
2.0,123,540000
4.0,127,550000
3.0,130,560000
3.0,133,570000
4.0,137,580000
2.0,139,590000
2.0,141,600000
1.0,142,610000
3.0,145,620000
3.0,148,630000
2.0,150,640000
4.0,154,650000
4.0,158,660000
3.0,161,670000
3.0,164,680000
3.0,167,690000
3.0,170,700000
4.0,174,710000
4.0,178,720000
5.0,183,730000
4.0,187,740000
2.0,189,750000
4.0,193,760000
3.0,196,770000
2.0,198,780000
4.0,202,790000
1.0,203,800000
1.0,204,810000
1.0,205,820000
2.0,207,830000
3.0,210,840000
3.0,213,850000
3.0,216,860000
2.0,218,870000
5.0,223,880000
2.0,225,890000
5.0,230,900000
3.0,233,910000
3.0,236,920000
3.0,239,930000
3.0,242,940000
5.0,247,950000
1.0,248,960000
4.0,252,970000
2.0,254,980000
2.0,256,990000
3.0,259,1000000
4.0,263,1010000
2.0,265,1020000
3.0,268,1030000
3.0,271,1040000
4.0,275,1050000
5.0,280,1060000
3.0,283,1070000
3.0,286,1080000
3.0,289,1090000
4.0,293,1100000
3.0,296,1110000
4.0,300,1120000
3.0,303,1130000
4.0,307,1140000
1.0,308,1150000
2.0,310,1160000
2.0,312,1170000
5.0,317,1180000
3.0,320,1190000
3.0,323,1200000
3.0,326,1210000
4.0,330,1220000
3.0,333,1230000
5.0,338,1240000
3.0,341,1250000
5.0,346,1260000
3.0,349,1270000
5.0,354,1280000
5.0,359,1290000
2.0,361,1300000
3.0,364,1310000
6.0,370,1320000
2.0,372,1330000
2.0,374,1340000
4.0,378,1350000
5.0,383,1360000
5.0,388,1370000
4.0,392,1380000
4.0,396,1390000
6.0,402,1400000
5.0,407,1410000
5.0,412,1420000
7.0,419,1430000
5.0,424,1440000
3.0,427,1450000
5.0,432,1460000
3.0,435,1470000
5.0,440,1480000
5.0,445,1490000
5.0,450,1500000
6.0,456,1510000
5.0,461,1520000
3.0,464,1530000
5.0,469,1540000
6.0,475,1550000
4.0,479,1560000
5.0,484,1570000
6.0,490,1580000
6.0,496,1590000
8.0,504,1600000
6.0,510,1610000
7.0,517,1620000
9.0,526,1630000
4.0,530,1640000
7.0,537,1650000
5.0,542,1660000
5.0,547,1670000
7.0,554,1680000
7.0,561,1690000
7.0,568,1700000
8.0,576,1710000
8.0,584,1720000
8.0,592,1730000
6.0,598,1740000
9.0,607,1750000
6.0,613,1760000
6.0,619,1770000
9.0,628,1780000
8.0,636,1790000
9.0,645,1800000
6.0,651,1810000
8.0,659,1820000
8.0,667,1830000
13.0,680,1840000
9.0,689,1850000
10.0,699,1860000
8.0,707,1870000
8.0,715,1880000
10.0,725,1890000
15.0,740,1900000
8.0,748,1910000
11.0,759,1920000
11.0,770,1930000
11.0,781,1940000
11.0,792,1950000
14.0,806,1960000
14.0,820,1970000
11.0,831,1980000
10.0,841,1990000
10.0,851,2000000
