steps,episodes,total reward
10000,207,21.0
20000,458,26.0
30000,779,68.0
40000,1154,71.0
50000,1501,109.0
60000,1744,61.0
70000,2052,79.0
80000,2444,91.0
90000,2857,133.0
100000,3227,106.0
