episodes,steps,total reward
212,10000,24.0
461,20000,22.0
723,30000,22.0
1132,40000,50.0
1646,50000,61.0
2114,60000,54.0
2497,70000,30.0
2946,80000,62.0
3407,90000,65.0
3808,100000,44.0
