total reward,episodes,steps
5.0,258,10000
10.0,421,20000
18.0,570,30000
20.0,730,40000
21.0,853,50000
22.0,993,60000
39.0,1138,70000
34.0,1298,80000
32.0,1457,90000
17.0,1598,100000
