steps,episodes,total reward
10000,222,23.0
20000,469,31.0
30000,804,69.0
40000,1103,47.0
50000,1484,78.0
60000,1830,52.0
70000,2224,89.0
80000,2624,87.0
90000,3064,99.0
100000,3436,80.0
