episodes,steps,total reward
172,10000,46.0
428,20000,99.0
672,30000,79.0
952,40000,104.0
1192,50000,92.0
1410,60000,91.0
1645,70000,87.0
1852,80000,77.0
2036,90000,68.0
2276,100000,87.0
