steps,episodes,total reward
10000,266,10.0
20000,510,14.0
30000,716,10.0
40000,983,12.0
50000,1223,12.0
60000,1477,13.0
70000,1684,16.0
80000,1919,12.0
90000,2118,13.0
100000,2383,17.0
