steps,episodes,total reward
10000,211,11.0
20000,470,24.0
30000,729,20.0
40000,1104,48.0
50000,1532,52.0
60000,1989,58.0
70000,2481,73.0
80000,2926,51.0
90000,3348,54.0
100000,3725,46.0
