total reward,episodes,steps
14.0,93,10000
92.0,258,20000
326.0,674,30000
335.0,1098,40000
344.0,1527,50000
346.0,1960,60000
347.0,2384,70000
348.0,2819,80000
345.0,3247,90000
346.0,3675,100000
