total reward,episodes,steps
13.0,99,10000
113.0,308,20000
245.0,650,30000
267.0,996,40000
265.0,1355,50000
256.0,1712,60000
260.0,2068,70000
259.0,2430,80000
269.0,2790,90000
264.0,3142,100000
