episodes,total reward,steps
108,31.0,10000
246,82.0,20000
656,338.0,30000
1144,388.0,40000
1622,385.0,50000
2106,389.0,60000
2590,393.0,70000
3080,382.0,80000
3561,388.0,90000
4052,385.0,100000
