steps,episodes,total reward
10000,173,18.470000000000006
20000,294,30.09999999999995
30000,406,36.24999999999997
40000,526,40.20999999999998
50000,665,56.18000000000005
60000,785,45.260000000000005
70000,924,52.14000000000005
80000,1053,52.24000000000004
90000,1201,57.10000000000006
100000,1322,51.31000000000002
