total reward,steps,episodes
12.0,10000,227
13.0,20000,450
12.0,30000,720
35.0,40000,1034
77.0,50000,1488
82.0,60000,1956
45.0,70000,2329
63.0,80000,2828
69.0,90000,3319
46.0,100000,3699
