total reward,steps,episodes
1.0,10000,1
0.0,20000,1
0.0,30000,1
1.0,40000,2
1.0,50000,3
1.0,60000,4
0.0,70000,4
0.0,80000,4
1.0,90000,5
1.0,100000,6
1.0,110000,7
1.0,120000,8
2.0,130000,10
2.0,140000,12
2.0,150000,14
1.0,160000,15
2.0,170000,17
2.0,180000,19
2.0,190000,21
0.0,200000,21
2.0,210000,23
2.0,220000,25
2.0,230000,27
2.0,240000,29
2.0,250000,31
2.0,260000,33
1.0,270000,34
3.0,280000,37
1.0,290000,38
2.0,300000,40
2.0,310000,42
5.0,320000,47
4.0,330000,51
2.0,340000,53
5.0,350000,58
4.0,360000,62
2.0,370000,64
4.0,380000,68
4.0,390000,72
6.0,400000,78
6.0,410000,84
5.0,420000,89
4.0,430000,93
4.0,440000,97
8.0,450000,105
4.0,460000,109
4.0,470000,113
8.0,480000,121
6.0,490000,127
4.0,500000,131
10.0,510000,141
4.0,520000,145
7.0,530000,152
5.0,540000,157
9.0,550000,166
11.0,560000,177
10.0,570000,187
12.0,580000,199
11.0,590000,210
13.0,600000,223
14.0,610000,237
22.0,620000,259
15.0,630000,274
26.0,640000,300
20.0,650000,320
25.0,660000,345
35.0,670000,380
34.0,680000,414
40.0,690000,454
43.0,700000,497
49.0,710000,546
45.0,720000,591
60.0,730000,651
77.0,740000,728
97.0,750000,825
121.0,760000,946
132.0,770000,1078
136.0,780000,1214
143.0,790000,1357
139.0,800000,1496
130.0,810000,1626
146.0,820000,1772
136.0,830000,1908
143.0,840000,2051
148.0,850000,2199
131.0,860000,2330
141.0,870000,2471
150.0,880000,2621
150.0,890000,2771
123.0,900000,2894
147.0,910000,3041
152.0,920000,3193
144.0,930000,3337
151.0,940000,3488
152.0,950000,3640
152.0,960000,3792
153.0,970000,3945
151.0,980000,4096
152.0,990000,4248
154.0,1000000,4402
153.0,1010000,4555
151.0,1020000,4706
152.0,1030000,4858
153.0,1040000,5011
151.0,1050000,5162
150.0,1060000,5312
152.0,1070000,5464
150.0,1080000,5614
153.0,1090000,5767
153.0,1100000,5920
149.0,1110000,6069
149.0,1120000,6218
149.0,1130000,6367
153.0,1140000,6520
154.0,1150000,6674
152.0,1160000,6826
152.0,1170000,6978
153.0,1180000,7131
151.0,1190000,7282
152.0,1200000,7434
148.0,1210000,7582
155.0,1220000,7737
154.0,1230000,7891
151.0,1240000,8042
152.0,1250000,8194
153.0,1260000,8347
145.0,1270000,8492
148.0,1280000,8640
153.0,1290000,8793
152.0,1300000,8945
153.0,1310000,9098
152.0,1320000,9250
153.0,1330000,9403
152.0,1340000,9555
153.0,1350000,9708
153.0,1360000,9861
153.0,1370000,10014
153.0,1380000,10167
154.0,1390000,10321
154.0,1400000,10475
154.0,1410000,10629
152.0,1420000,10781
153.0,1430000,10934
142.0,1440000,11076
152.0,1450000,11228
152.0,1460000,11380
153.0,1470000,11533
151.0,1480000,11684
150.0,1490000,11834
155.0,1500000,11989
152.0,1510000,12141
154.0,1520000,12295
151.0,1530000,12446
149.0,1540000,12595
152.0,1550000,12747
153.0,1560000,12900
153.0,1570000,13053
152.0,1580000,13205
152.0,1590000,13357
154.0,1600000,13511
149.0,1610000,13660
153.0,1620000,13813
152.0,1630000,13965
153.0,1640000,14118
152.0,1650000,14270
153.0,1660000,14423
153.0,1670000,14576
146.0,1680000,14722
153.0,1690000,14875
152.0,1700000,15027
153.0,1710000,15180
153.0,1720000,15333
153.0,1730000,15486
155.0,1740000,15641
154.0,1750000,15795
152.0,1760000,15947
152.0,1770000,16099
154.0,1780000,16252
153.0,1790000,16406
153.0,1800000,16559
150.0,1810000,16709
152.0,1820000,16861
154.0,1830000,17015
154.0,1840000,17169
153.0,1850000,17322
153.0,1860000,17475
154.0,1870000,17629
151.0,1880000,17780
152.0,1890000,17932
153.0,1900000,18085
152.0,1910000,18237
153.0,1920000,18390
153.0,1930000,18543
152.0,1940000,18695
153.0,1950000,18848
153.0,1960000,19001
153.0,1970000,19154
154.0,1980000,19308
152.0,1990000,19460
154.0,2000000,19614
