total reward,steps,episodes
15.0,10000,192
76.0,20000,492
88.0,30000,805
85.0,40000,1071
94.0,50000,1325
60.0,60000,1572
96.0,70000,1874
85.0,80000,2146
60.0,90000,2358
82.0,100000,2639
