steps,episodes,total reward
10000,187,7.0
20000,373,13.0
30000,599,29.0
40000,800,16.0
50000,1006,39.0
60000,1253,61.0
70000,1486,62.0
80000,1701,44.0
90000,1896,47.0
100000,2103,58.0
