total reward,steps,episodes
42.0,10000,297
29.0,20000,544
10.0,30000,736
21.0,40000,938
25.0,50000,1133
26.0,60000,1374
32.0,70000,1578
15.0,80000,1785
23.0,90000,1985
25.0,100000,2260
