steps,total reward,episodes
10000,43.0,179
20000,36.0,321
30000,52.0,478
40000,54.0,643
50000,53.0,817
60000,43.0,1002
70000,55.0,1180
80000,65.0,1403
90000,78.0,1638
100000,43.0,1821
