episodes,steps,total reward
144,10000,43.0
313,20000,40.0
514,30000,53.0
691,40000,44.0
903,50000,63.0
1114,60000,61.0
1324,70000,59.0
1578,80000,92.0
1791,90000,58.0
2038,100000,73.0
