steps,episodes,total reward
10000,175,18.0
20000,305,39.0
30000,418,46.0
40000,558,57.0
50000,685,63.0
60000,854,79.0
70000,1009,80.0
80000,1157,87.0
90000,1376,134.0
100000,1647,190.0
