episodes,total reward,steps
125,45.0,10000
250,69.0,20000
492,142.0,30000
858,264.0,40000
1217,251.0,50000
1566,235.0,60000
1976,313.0,70000
2366,292.0,80000
2784,329.0,90000
3193,325.0,100000
