steps,episodes,total reward
10000,139,4.0
20000,273,3.0
30000,434,41.0
40000,640,85.0
50000,848,76.0
60000,1133,123.0
70000,1421,145.0
80000,1703,160.0
90000,1995,182.0
100000,2273,150.0
