steps,episodes,total reward
10000,127,0.0
20000,225,7.0
30000,476,163.0
40000,792,247.0
50000,1115,244.0
60000,1425,246.0
70000,1746,239.0
80000,2056,229.0
90000,2381,251.0
100000,2694,240.0
