episodes,steps,total reward
94,10000,30.0
250,20000,95.0
705,30000,370.0
1140,40000,351.0
1616,50000,394.0
2086,60000,395.0
2577,70000,384.0
3063,80000,396.0
3548,90000,395.0
4028,100000,388.0
