steps,episodes,total reward
10000,88,-0.8800000000000006
20000,159,-0.7100000000000004
30000,213,-0.5400000000000003
40000,272,-0.5900000000000003
50000,317,-0.45000000000000023
60000,374,-0.5700000000000003
70000,422,-0.48000000000000026
80000,476,-0.5400000000000003
90000,530,-0.5400000000000003
100000,587,-0.5700000000000003
