steps,episodes,total reward
10000,184,0.0
20000,324,0.0
30000,450,0.0
40000,585,0.0
50000,712,3.0
60000,812,11.0
70000,928,9.0
80000,1053,12.0
90000,1187,19.0
100000,1317,20.0
