total reward,steps,episodes
1.0,10000,1
2.0,20000,3
1.0,30000,4
1.0,40000,5
2.0,50000,7
1.0,60000,8
2.0,70000,10
3.0,80000,13
1.0,90000,14
1.0,100000,15
1.0,110000,16
2.0,120000,18
2.0,130000,20
1.0,140000,21
3.0,150000,24
1.0,160000,25
2.0,170000,27
1.0,180000,28
2.0,190000,30
2.0,200000,32
3.0,210000,35
1.0,220000,36
3.0,230000,39
2.0,240000,41
3.0,250000,44
3.0,260000,47
0.0,270000,47
2.0,280000,49
2.0,290000,51
2.0,300000,53
3.0,310000,56
1.0,320000,57
3.0,330000,60
3.0,340000,63
2.0,350000,65
3.0,360000,68
2.0,370000,70
3.0,380000,73
2.0,390000,75
2.0,400000,77
2.0,410000,79
2.0,420000,81
3.0,430000,84
2.0,440000,86
3.0,450000,89
3.0,460000,92
1.0,470000,93
4.0,480000,97
2.0,490000,99
1.0,500000,100
2.0,510000,102
2.0,520000,104
1.0,530000,105
3.0,540000,108
4.0,550000,112
2.0,560000,114
3.0,570000,117
3.0,580000,120
2.0,590000,122
2.0,600000,124
1.0,610000,125
3.0,620000,128
2.0,630000,130
4.0,640000,134
3.0,650000,137
1.0,660000,138
4.0,670000,142
4.0,680000,146
3.0,690000,149
2.0,700000,151
2.0,710000,153
2.0,720000,155
3.0,730000,158
2.0,740000,160
2.0,750000,162
5.0,760000,167
2.0,770000,169
4.0,780000,173
0.0,790000,173
1.0,800000,174
3.0,810000,177
3.0,820000,180
1.0,830000,181
5.0,840000,186
0.0,850000,186
3.0,860000,189
2.0,870000,191
3.0,880000,194
2.0,890000,196
4.0,900000,200
3.0,910000,203
4.0,920000,207
3.0,930000,210
2.0,940000,212
4.0,950000,216
1.0,960000,217
4.0,970000,221
3.0,980000,224
4.0,990000,228
2.0,1000000,230
2.0,1010000,232
3.0,1020000,235
2.0,1030000,237
3.0,1040000,240
1.0,1050000,241
3.0,1060000,244
4.0,1070000,248
3.0,1080000,251
3.0,1090000,254
2.0,1100000,256
3.0,1110000,259
3.0,1120000,262
1.0,1130000,263
3.0,1140000,266
3.0,1150000,269
4.0,1160000,273
3.0,1170000,276
5.0,1180000,281
2.0,1190000,283
4.0,1200000,287
1.0,1210000,288
4.0,1220000,292
2.0,1230000,294
2.0,1240000,296
2.0,1250000,298
3.0,1260000,301
3.0,1270000,304
3.0,1280000,307
4.0,1290000,311
1.0,1300000,312
1.0,1310000,313
3.0,1320000,316
2.0,1330000,318
3.0,1340000,321
3.0,1350000,324
4.0,1360000,328
3.0,1370000,331
4.0,1380000,335
2.0,1390000,337
4.0,1400000,341
3.0,1410000,344
4.0,1420000,348
2.0,1430000,350
3.0,1440000,353
3.0,1450000,356
4.0,1460000,360
3.0,1470000,363
5.0,1480000,368
3.0,1490000,371
5.0,1500000,376
3.0,1510000,379
3.0,1520000,382
5.0,1530000,387
2.0,1540000,389
4.0,1550000,393
2.0,1560000,395
3.0,1570000,398
4.0,1580000,402
2.0,1590000,404
4.0,1600000,408
3.0,1610000,411
3.0,1620000,414
4.0,1630000,418
3.0,1640000,421
6.0,1650000,427
5.0,1660000,432
3.0,1670000,435
5.0,1680000,440
4.0,1690000,444
2.0,1700000,446
3.0,1710000,449
3.0,1720000,452
4.0,1730000,456
5.0,1740000,461
4.0,1750000,465
4.0,1760000,469
6.0,1770000,475
4.0,1780000,479
3.0,1790000,482
5.0,1800000,487
3.0,1810000,490
4.0,1820000,494
6.0,1830000,500
6.0,1840000,506
5.0,1850000,511
3.0,1860000,514
7.0,1870000,521
4.0,1880000,525
5.0,1890000,530
5.0,1900000,535
6.0,1910000,541
4.0,1920000,545
5.0,1930000,550
6.0,1940000,556
4.0,1950000,560
6.0,1960000,566
5.0,1970000,571
7.0,1980000,578
3.0,1990000,581
5.0,2000000,586
