steps,total reward,episodes
10000,7.0,131
20000,77.0,301
30000,206.0,599
40000,343.0,1026
50000,347.0,1451
60000,337.0,1861
70000,355.0,2282
80000,340.0,2704
90000,331.0,3123
100000,332.0,3540
