steps,total reward,episodes
10000,-1.1400000000000008,114
20000,-2.2699999999999956,341
30000,-3.6399999999999664,705
40000,-3.7199999999999647,1077
50000,-3.7699999999999636,1454
60000,-3.6799999999999655,1821
70000,-3.509999999999969,2173
80000,-3.7699999999999636,2550
90000,-3.619999999999967,2912
100000,-3.749999999999964,3287
