total reward,episodes,steps
12.0,114,10000
12.0,203,20000
26.0,336,30000
80.0,531,40000
75.0,697,50000
99.0,952,60000
103.0,1176,70000
183.0,1453,80000
160.0,1708,90000
153.0,1984,100000
