total reward,episodes,steps
2.0,2,10000
1.0,3,20000
2.0,5,30000
2.0,7,40000
2.0,9,50000
2.0,11,60000
2.0,13,70000
2.0,15,80000
2.0,17,90000
2.0,19,100000
1.0,20,110000
2.0,22,120000
1.0,23,130000
2.0,25,140000
2.0,27,150000
2.0,29,160000
2.0,31,170000
2.0,33,180000
1.0,34,190000
1.0,35,200000
3.0,38,210000
3.0,41,220000
2.0,43,230000
2.0,45,240000
3.0,48,250000
1.0,49,260000
2.0,51,270000
3.0,54,280000
3.0,57,290000
3.0,60,300000
3.0,63,310000
1.0,64,320000
3.0,67,330000
2.0,69,340000
3.0,72,350000
3.0,75,360000
2.0,77,370000
3.0,80,380000
2.0,82,390000
2.0,84,400000
3.0,87,410000
4.0,91,420000
2.0,93,430000
3.0,96,440000
3.0,99,450000
2.0,101,460000
3.0,104,470000
2.0,106,480000
2.0,108,490000
4.0,112,500000
3.0,115,510000
2.0,117,520000
3.0,120,530000
3.0,123,540000
3.0,126,550000
1.0,127,560000
5.0,132,570000
2.0,134,580000
3.0,137,590000
2.0,139,600000
3.0,142,610000
3.0,145,620000
3.0,148,630000
4.0,152,640000
2.0,154,650000
3.0,157,660000
4.0,161,670000
2.0,163,680000
3.0,166,690000
1.0,167,700000
3.0,170,710000
3.0,173,720000
2.0,175,730000
2.0,177,740000
4.0,181,750000
3.0,184,760000
2.0,186,770000
2.0,188,780000
3.0,191,790000
2.0,193,800000
3.0,196,810000
2.0,198,820000
1.0,199,830000
2.0,201,840000
1.0,202,850000
2.0,204,860000
3.0,207,870000
4.0,211,880000
1.0,212,890000
3.0,215,900000
3.0,218,910000
2.0,220,920000
4.0,224,930000
4.0,228,940000
2.0,230,950000
2.0,232,960000
3.0,235,970000
4.0,239,980000
4.0,243,990000
3.0,246,1000000
3.0,249,1010000
3.0,252,1020000
1.0,253,1030000
3.0,256,1040000
4.0,260,1050000
2.0,262,1060000
5.0,267,1070000
5.0,272,1080000
3.0,275,1090000
3.0,278,1100000
4.0,282,1110000
2.0,284,1120000
3.0,287,1130000
3.0,290,1140000
3.0,293,1150000
3.0,296,1160000
2.0,298,1170000
4.0,302,1180000
4.0,306,1190000
2.0,308,1200000
3.0,311,1210000
4.0,315,1220000
5.0,320,1230000
3.0,323,1240000
4.0,327,1250000
3.0,330,1260000
3.0,333,1270000
3.0,336,1280000
3.0,339,1290000
3.0,342,1300000
2.0,344,1310000
4.0,348,1320000
3.0,351,1330000
2.0,353,1340000
4.0,357,1350000
4.0,361,1360000
6.0,367,1370000
4.0,371,1380000
2.0,373,1390000
3.0,376,1400000
3.0,379,1410000
3.0,382,1420000
6.0,388,1430000
3.0,391,1440000
3.0,394,1450000
2.0,396,1460000
3.0,399,1470000
6.0,405,1480000
2.0,407,1490000
4.0,411,1500000
3.0,414,1510000
3.0,417,1520000
4.0,421,1530000
4.0,425,1540000
3.0,428,1550000
5.0,433,1560000
4.0,437,1570000
5.0,442,1580000
3.0,445,1590000
3.0,448,1600000
5.0,453,1610000
4.0,457,1620000
4.0,461,1630000
4.0,465,1640000
4.0,469,1650000
4.0,473,1660000
4.0,477,1670000
7.0,484,1680000
3.0,487,1690000
5.0,492,1700000
5.0,497,1710000
4.0,501,1720000
6.0,507,1730000
6.0,513,1740000
3.0,516,1750000
5.0,521,1760000
4.0,525,1770000
5.0,530,1780000
7.0,537,1790000
3.0,540,1800000
5.0,545,1810000
5.0,550,1820000
3.0,553,1830000
6.0,559,1840000
4.0,563,1850000
2.0,565,1860000
4.0,569,1870000
5.0,574,1880000
5.0,579,1890000
5.0,584,1900000
6.0,590,1910000
5.0,595,1920000
5.0,600,1930000
7.0,607,1940000
7.0,614,1950000
4.0,618,1960000
7.0,625,1970000
7.0,632,1980000
6.0,638,1990000
6.0,644,2000000
