steps,episodes,total reward
10000,137,30.0
20000,341,57.0
30000,589,111.0
40000,882,119.0
50000,1210,211.0
60000,1514,195.0
70000,1844,191.0
80000,2156,158.0
90000,2462,197.0
100000,2784,186.0
