episodes,steps,total reward
186,10000,71.0
389,20000,73.0
549,30000,60.0
722,40000,62.0
916,50000,61.0
1106,60000,69.0
1297,70000,67.0
1522,80000,76.0
1726,90000,73.0
1934,100000,71.0
