episodes,steps,total reward
104,10000,24.209999999999972
201,20000,36.39999999999998
305,30000,41.37999999999998
400,40000,42.47999999999999
504,50000,38.34999999999998
594,60000,37.47999999999999
677,70000,35.52999999999998
766,80000,39.51
866,90000,44.45
944,100000,32.54999999999997
